203,178.9,151.8,221.3,171.8,266.5,334.3,292.8
199.6,180.6,151.5,223.4,174,267.3,340.4,291.8
196.1,181.8,151.4,225.2,175.9,268.6,345.7,291
192.8,182.8,151.5,226.9,179.4,270.4,350.8,290.1
189.5,183.8,151.6,228.7,182.2,271.6,355.3,289.8
186.3,185,151.6,230.4,185.6,272.3,360.6,289.5
183.1,185.9,151.7,232,188.8,273.7,365.5,288.9
179.7,187.2,151.9,233.8,192.1,274.6,370.7,288.1
176.6,188.8,152.1,235.9,195.4,275.2,375.6,287.5
173.7,189.8,152.3,237.8,199.1,276.6,381.6,286.1
171,191.2,152.6,239.5,202.6,277.3,386.3,284.9
168.1,192.5,153,241.5,206.8,278.7,390.8,284.2
165.5,193.7,153.6,243.5,211.2,279.6,395.8,283.1
163.3,194.9,153.8,245.3,215,280.4,400.7,282
161.1,196.4,154.3,247.1,219,281.5,405.1,280.8
158.8,198.1,155.1,248.9,223.1,282.2,409.8,278.7
156.7,200,156,250.7,227.8,282.8,415.1,276.8
155.3,201.3,156.9,252.4,232.8,283.4,418.8,274.8
153.7,203.1,157.8,254,237.8,283.8,422.6,272.8
152.4,205,158.7,255.6,242.9,284.4,425.6,271.1
151.2,206.7,159.6,257.4,248,284.9,429.1,269.1
149.8,209.1,160.7,259,253,285.3,432.8,267
148.9,210.7,161.9,260.6,258.7,285.6,436.3,264.8
147.6,212.8,163.5,262.5,264.2,285.8,439.9,262.6
146.6,214.5,165.1,264.2,269.9,285.8,444.5,259.9
146,216.2,166.6,266.1,275.4,286.2,446.4,258.1
145.1,218,168.1,268,280.9,286.5,448.5,256.2
144.2,220,169.7,269.9,286.3,286.8,451.8,254.2
143.3,221.8,171.6,271.5,291.8,287,455.7,252
142,223.8,173.8,273.4,297.3,286.9,458.8,249.8
141.3,225.6,176.3,275.2,303,286.8,461.5,247.7
141.3,226.4,178.9,277,309,286.4,464.1,245.4
140.2,228.5,181.5,278.7,314.7,286.4,467.1,243.4
139.8,230.3,184.4,280.2,320.2,286.2,468.9,241.7
139.4,232.8,187.2,282,325.9,286.1,470,239.9
138.8,234.5,190.2,283.7,331.4,285.6,472.3,237.8
140.2,236.9,193.5,285.4,337,285.1,474.2,235.7
142,239.8,196.9,287.1,342.8,284.2,475.4,233.5
143.6,242.3,200.4,288.8,348.3,283.6,475.6,231.6
146.1,245.2,203.9,290.4,353.6,282.7,475.7,229.7
146.1,247.4,207.1,291.9,359.2,281.8,477.4,227.1
147.9,250.6,210.7,293.2,364.3,281.1,478,225.4
150.3,252.9,214.6,294.5,369.4,280,477.8,223.4
150.9,254.4,218.4,295.9,374.6,279,477.8,221.1
151.6,255.3,222.5,297,379.7,277.9,477.3,219.1
152.9,257,226.6,298,384.7,276.8,477,217.4
152.7,257.7,230.7,298.8,389.5,275.6,476.6,215.6
152,257.9,235.2,299.5,394,274.5,476.4,213.9
152.1,258.5,239.7,300.1,398.8,273.2,476.1,212
151.9,258.6,244.5,300.6,403.5,272.1,475.7,210.3
154,259.8,249.7,301.1,407.9,270.8,474.5,209.1
154.7,260.7,254.8,301.5,412.4,269.5,473.6,207.6
155.5,261.2,259.8,301.8,416.8,268,473,206.3
157.8,262.6,265,302,421.1,266.5,472,205
160.5,264.1,270.4,302.3,425,264.9,471.4,204.1
163.1,265.6,275.9,302.5,428.9,263.3,470.6,202.6
165.7,267.5,281.8,302.7,432.7,261.7,469.5,200.8
168.5,269.3,287.5,302.8,436.4,260,468.3,200
171.3,271,293.1,302.9,439.4,258.4,467.3,198.4
173.7,272.7,298.7,302.9,442.5,256.6,465.8,196.8
176.9,274.5,304.2,303,445.2,254.9,464.3,195.2
179.5,275.5,309.6,303,447.8,253.1,463.1,193.6
182.7,277.5,315.2,303,450.2,251.3,461.1,191.6
186.2,279.5,320.8,302.9,452.7,249.4,459.5,189.9
189.5,281.5,326.4,302.7,455.2,247.6,457.7,188.1
192.5,283.3,332,302.4,457.6,245.5,455.8,186.6
195,284.2,337.3,302,459.6,243.8,454,185.6
197.7,284.9,342.7,301.5,461.6,241.5,452,183.6
201.4,286.1,348.3,300.9,463.8,239.1,449.4,182.4
204.9,287.3,353.7,300.3,465.5,237.3,447.2,181.3
208.3,288.4,359.3,299.4,467.2,235.4,444.7,180.5
212.2,289.6,364.8,298.5,468.7,233.5,441.8,179.1
215.8,290.6,370.2,297.5,470.2,231.3,439.4,178.3
219.6,291.2,375.5,296.5,471,229.5,436.5,177.3
223.8,292.2,380.8,295.3,471.7,227.6,433.6,176.1
228.4,293.3,386,294,472.5,225.6,430.4,175.1
233.4,294.6,391.1,292.7,473.5,222.9,427.2,174.1
238.8,296.4,396.1,291.3,473.9,221.2,424.1,173.3
242.8,297.1,401,289.9,474.2,219.8,421.1,172.6
247.8,298.2,405.9,288.4,474.8,217.3,418,171.7
252.4,299.2,410.6,287,475.5,214.8,414.8,170.7
257,299.9,415.3,285.5,475.7,212.5,411.6,170.1
262,300.4,419.2,283.8,475.6,210.4,408.4,169.3
267,301,423.4,282.3,475.6,208.5,405.2,168.5
272,301.5,427.6,280.6,475.4,206.7,401.8,167.7
276.7,301.3,431.5,279,474.8,205,398.7,166.9
282.1,301.5,435.3,277.1,473.9,203.9,395.4,166.2
287,301.3,439,275.4,473.2,202.4,392.1,165.3
292.8,302,442.8,273.6,472.3,200.6,388.9,164.6
298.3,301.6,446.2,271.8,471.2,199.5,385.6,163.9
303.7,301.1,449.3,269.9,469.8,198.5,382.3,163.3
309.2,301,452.4,267.9,468.4,197.3,379,162.6
314.5,301.3,456,266,467,196.3,375.8,162
320,301,458.9,263.8,465.6,194.6,372.6,161.3
325.5,300.5,461.5,261.8,464.2,193.1,369.3,160.7
331.1,300.4,464.1,259.7,462.5,191.9,365.8,160.2
336.5,300,466.5,257.8,461.1,190.2,362.4,159.9
341.7,299.3,468.7,255.6,459.6,188.8,359,159.6
347.5,298.4,470.6,253.5,457.9,187.5,356,159.3
353,298.2,472.6,251.3,455.6,186.2,352.6,159.1
358.4,297.5,474.6,249.1,453.6,184.8,349.2,159.1
363.3,296.4,476.2,247.1,451.6,183.4,345.8,159.2
368.6,295,477.7,245.1,449.6,182.4,342.2,159.3
373.7,294,479.3,243.1,447.4,181.3,338.3,159.2
378.4,292.7,480.7,241.1,445.1,180.3,334.7,159.2
383.2,291.5,482,239,442.9,179.4,331.1,159.4
388.3,290.4,483.1,236.9,440.1,178.9,327.5,159.4
393.6,289.3,484,235,437.4,178.2,323.8,159.7
398.1,287.9,484.8,233.1,434.6,177.4,319.6,160
402.8,286,485.5,231.2,431.9,176.6,315.8,160.3
407.5,284.5,486,229.3,429,175.6,312.1,160.2
412.6,283.1,486.5,227.3,425.9,175.1,308.2,160.2
417.3,281.4,486.8,225.3,422.7,174.4,304.4,160.4
421.6,279.7,487.1,223.4,419.5,173.5,300.8,160.7
425.9,278,487.2,221.6,416.2,172.8,297.3,161.3
429.9,276,487.2,219.9,412.7,172,293.5,161.4
433.6,274,486.7,218.2,409.6,170.8,289.8,161.5
437.4,272.2,485.9,216.5,406.1,170,286.1,161.8
440.9,270.4,484.9,214.7,403,168.7,282.2,162.4
444.4,268.6,483.7,212.8,399.8,167.9,278.6,163.1
447.9,266.8,482.4,211.2,396.1,167.5,274.8,164
451,264.6,480.9,209.6,392.7,166.8,271.1,164.7
454.2,262.7,479.4,208.3,389.1,166,267.4,165.4
457.5,260.7,477.6,207.2,385.4,165.9,263.6,166.6
460.7,258.8,475.8,205.7,382.1,164.7,259.8,167.3
464.1,257,473.8,204.2,378.7,163.6,256.3,168.1
467.2,254.8,472.2,202.9,375.2,162.9,252.7,169
469.9,252.8,470.6,201.6,371.7,161.8,249.1,169.7
472.5,250.4,468.7,200.4,368,161.4,245.8,170.1
474.5,248.4,466.6,199.3,364.4,160.8,242.1,170.6
476.2,246.1,464.4,198,361,159.9,238.7,171.1
477.9,244.2,462.2,197,357.6,159.1,235.4,171.8
479.2,241.9,459.9,195.5,354,158,232.1,172.1
480.6,239.6,457.1,193.9,350.4,156.8,228.9,172.1
481.7,237.4,454,192.6,346.4,156.3,225.6,172.3
482.6,235.3,450.9,191.5,342.6,156.3,222.4,173.4
483.6,233.4,447.6,190.3,338.6,156.3,219.1,174.5
484.5,231.3,444.3,189.1,334.6,156.4,215.7,175.6
484.9,229.2,441.1,188,330.6,156.1,212.7,176.2
485.8,227.2,438,187,326.8,155.9,210.1,176.7
486.8,224.9,434.8,186,322.8,156,207.2,178
487.3,222.9,431.4,184.9,318.8,156.1,204.4,179.5
487.7,221.3,427.9,184,315.1,156.6,201.5,181
487.7,219.8,424.7,183,311.3,156.7,198.6,182.3
487.7,217.7,421.4,182.1,307.4,157.2,195.7,183.7
487.7,215.7,418.3,181.3,303.6,157,192.7,184.6
487.4,214,415.2,180.4,299.8,157.1,190.1,185.5
486.6,212,412.1,179.5,296,157.3,187.4,186.9
486,210.3,408.8,178.6,292.1,157.8,184.2,188.4
485.1,207.9,405.6,177.8,288.3,158,181.6,190.5
483.5,206.4,402.3,177,284.6,158.4,178.7,191.8
482.1,204.6,399.1,176,280.8,158.8,176.2,192.6
480.5,202.6,395.9,175.3,276.9,159.1,173.6,194.2
478.7,200.6,392.7,174.6,273.2,160,171.4,196.5
477.2,198.9,389.7,174,269.5,160.8,168.7,198.5
475.1,197.1,386.4,173.3,265.6,162,166.4,200.4
472.8,195.1,383.2,172.7,261.7,163,164.1,202.4
470.8,193.8,379.7,172.3,257.9,164,162.4,203.9
468.7,192.3,376.6,171.8,254.4,165,160.9,206
466.3,191.1,373.4,171.3,250.6,166.1,159.2,207.5
464.4,189.2,370,170.9,246.9,167.1,157.8,209.3
462.3,187.7,366.6,170.7,243.3,168.2,156.2,211.6
460.1,186.3,363,170.4,239.6,169.5,155.1,213.4
457.8,184.9,359.5,170.2,235.8,170.7,154,215.1
455,183.6,355.8,170,232.2,171.7,152.9,216.9
452.8,182.5,352.2,169.8,229,172.7,151.8,218.8
450.4,181.4,348.5,169.6,225.6,173.7,151.4,220.6
447.9,180,345,169.3,222.3,174.8,150.8,222.7
445.7,179,341.2,169.1,218.7,176,150.5,224.8
443.5,178.1,337.3,169.1,215.5,176.9,149.2,227
440.9,177.6,333.6,169.1,212.3,178,148.3,229.4
438.5,176.7,329.7,169.2,208.7,179.1,148.4,231.6
436.1,175.9,326.1,169.2,205.4,180.3,147.4,234.1
433.7,175.1,322.3,169.2,202.1,181.6,146.8,236
431.2,174.4,318.5,169.3,199.1,182.9,147.3,238.3
428.3,173.6,314.7,169.4,195.6,184.4,148.4,240.7
425.6,172.9,310.8,169.7,192.7,185.7,148.8,243.1
422.8,172.2,306.9,170,189.8,187,149.5,245.2
419.7,171.4,303,170.4,187,188.4,150.5,247.3
416.3,170.7,299.1,170.7,183.9,190.3,152.5,249.1
413.2,170,295.2,171,180.9,192.1,154.4,250.8
409.9,169.4,291.5,171.2,178.6,193.6,155.8,252.5
406.6,168.7,287.7,171.5,176.4,195,158.4,254
403.1,168.1,283.8,172,173.7,196.8,160.8,255.9
399.7,167.5,280.1,172.4,171,198.5,163,257.5
396.4,166.9,276.3,173,169.1,199.8,164.9,259
393,166.3,272.5,173.4,166.8,201.6,167,260.5
389.5,165.7,268.8,174,164.7,203.2,169.2,262.1
385.9,165.2,265.1,174.6,162.7,204.9,171.3,263.6
382.6,164.7,261.4,175.1,161.1,206.2,173.3,265.5
379.2,164.3,257.8,175.8,159.2,207.7,175.5,267
375.9,163.9,254.1,176.5,157.5,209.3,178,268.5
372.4,163.7,250.5,177.3,155.9,210.9,180.8,270
368.9,163.4,246.9,178,155.2,212.2,183.6,271.4
365.4,163.3,243.4,178.8,154.7,213.2,186.5,273
362,163.1,239.8,179.5,153.3,214.9,189.5,274.6
358.1,162.9,236.3,180.4,152.5,216.1,192.4,276.2
354.6,162.8,232.9,181.2,151.5,217.7,195.6,277.6
351,162.7,229.6,182.1,150.6,219.2,198.9,279.1
347.4,162.6,226.4,183.1,149.7,221.1,202.5,280.4
343.6,162.5,223.2,184.1,149.3,222.8,206.2,281.8
339.7,162.4,220.1,185.1,148.6,224.6,209.7,283.2
335.8,162.2,216.9,186.2,147.9,226.4,213.9,285.4
332.1,162.3,213.9,187.3,147.1,228.1,217.7,286.6
328.7,162.2,210.8,188.4,146.2,230.4,221.6,287.5
324.4,162.4,208,189.5,146,232.3,225.6,288.2
320.6,162.2,205,190.6,145.6,234.4,230.2,289
317.1,162,202.1,191.8,145.8,236.2,234.7,289.9
313.3,162.2,199.1,193.1,146.2,238.1,239.6,290.9
309.8,162.5,196.2,194.3,146.8,239.5,245.1,291.8
305.8,162.8,193.3,195.4,147.4,241,251.1,292.6
302,162.8,190.5,196.6,148.4,242.5,256.9,293.4
298.2,163.2,187.8,197.7,149.5,244.1,262.2,293.2
294.1,163.2,185.3,199.2,150.9,245.7,267.8,293.9
289.5,163.2,182.7,200.3,152.2,247.3,273.8,294.7
286.2,163.5,180.1,201.6,154,248.8,280.1,295.6
282.3,164.3,177.5,203,155.7,250.4,286.1,296.3
277.9,165.2,175,204.9,157.1,252,292.2,296.8
274.1,165.4,173.1,206.1,158.7,253.2,297.9,296.9
269.7,165.5,170.6,207.8,160.5,254.8,303.4,297
265.9,166.1,168.7,209.3,162.4,256.1,308.5,296.9
261.8,167.3,166.8,210.8,164.3,257.8,313.7,297
257.6,168.3,164.9,212.5,166.4,259.5,318.8,297
253.7,169.6,163.2,213.8,168.7,261.1,324.2,297
250,171,161.6,215.6,171.4,262.6,329.7,296.8
245.8,172.1,159.9,217.4,173.7,264.1,334.9,296.3
242.1,173.2,158.4,219.1,176.4,265.8,340.2,295.7
239,174,157,220.7,179.5,267.6,345.3,295.4
236.3,175,155.9,222.4,182.5,269,350.7,294.8
233.2,176.3,155,224.2,185.8,270.8,355.8,294.3
230,177.3,153.8,226.3,189.2,273,361.1,293.7
226.6,178.3,152.8,228.5,192.4,274.6,366.4,292.9
223.5,179.3,152.1,230.7,195.6,276.1,371.7,292
220.9,180.1,151.4,233,198.7,277.6,376.8,290.6
218.4,180.9,150.9,235.2,201.9,279.1,381.4,289.7
216,181.8,150.8,237.5,205.6,280.6,386,288.3
212.9,183.1,151.1,239.6,209.1,281.4,390.4,287.3
210,184.3,151.5,241.4,212.9,282.4,395.4,285.8
206.6,185.8,151.4,243.7,216.6,283.4,399.6,284.3
203.8,187.2,151.9,245.7,221,284.7,402.3,283.2
201.3,188.6,152.8,247.2,225.1,285.1,404.9,282.2
199.1,189.7,153.8,248.7,229.6,286,408.7,280.5
195.8,191.5,154.9,250.5,234.6,287,412.7,278.8
193.4,193.2,155.8,252.3,239.7,287.9,416,277.3
190.8,194.8,157.3,253.5,245.4,288.9,419.7,275.5
188.4,196,158.6,254.9,250.4,289.6,423.4,274.1
186.4,197.1,159.6,256.4,255.6,290.7,426.5,271.8
184,198.4,161,257.8,260.7,291.4,429.1,269.4
182.5,199.5,162.6,259.4,266.9,292.6,432.8,267.8
180.2,200.6,163.8,260.6,272.3,292.9,437.5,265.5
177.9,201.7,164.8,262.3,278.4,293.8,442.3,263.2
175.7,203,166,263.9,284.5,294.2,445.8,261.3
174.9,203.6,167.1,264.9,290.3,294.4,449.2,259.4
172.7,204.7,168.7,265.9,296.4,294.8,453,257.6
170.7,205.9,170.2,267.6,301.9,294.7,456.3,255.6
168.5,207.5,172,268.9,307.9,295,459.7,253.6
166.8,208.9,174.4,270.3,314.2,294.9,463.5,252
164.9,210.5,176.4,271.7,320.4,294.7,466.9,250.4
162,212.4,178.7,273,326.2,294.5,469.5,248.4
160,214.5,181.6,274.5,331.5,294.3,471.5,246.6
158.5,216.3,184.6,275.9,336.9,293.9,473.8,244.7
157.2,218.2,187.8,277.5,342.1,293.5,475.5,242.6
155.8,220.1,191,279.1,347.4,293,476.7,240.6
154.7,221.9,194.4,280.7,352.6,292.3,477.4,238.7
153.7,223.7,197.4,282,357.5,291.6,477.9,236
152.9,225.6,200.8,283.5,362.4,290.5,478.1,233.9
152.4,227.4,204,285,367.2,289.6,479.1,231.9
151.9,229.4,207.5,286.4,371.9,288.4,479.3,229.4
151.6,231.3,211.1,287.7,376.3,287.3,479.1,227.7
151.8,233,215.1,289,380.9,286,479.3,225.6
151.5,235.2,219,290.2,385.8,284.8,478.6,223.7
152.6,235.7,223.1,291.3,390.2,283.4,478.2,222.1
152.9,237.5,227.4,292.3,394.4,281.9,477.6,220.1
153.2,239.2,231.6,293,398.4,280.2,477.4,218.2
153.7,241.1,236.3,294.2,402.6,278.6,477.2,217.3
154,243,240.8,295.1,406.7,277,476.4,215.9
154.2,244.9,245.8,295.9,411,275.3,474.4,214.3
154.8,246.7,250.8,296.7,415.7,273.9,473.2,213
155.5,248.4,255.7,297.5,419.9,272.1,471.6,211
156.2,250,260.6,298.2,424.3,270,470.1,209.3
157.1,251.5,265.9,299.1,428,267.8,468.9,207.4
156.9,254.4,270.9,299.5,431.8,265.8,467.3,205.4
158.1,256.1,276.5,300.2,435.2,263.9,465.9,204
159.5,257.8,282.2,301,438.4,262,464,202.2
161.4,259.8,287.6,301.4,441.4,260,461.9,200.1
163.3,261.4,293.2,301.7,444.7,257.9,460.5,198.5
165.9,263.2,299,302,447.2,255.9,459.5,197.1
168.4,264.7,305,302.2,449.6,253.8,458.3,196.1
170.6,266.2,310.7,302.2,451.8,251.7,457.4,194.9
173.7,268.2,316.3,302.2,454.2,250,456.6,193.7
177,270.1,321.9,301.9,455.9,248.2,455.2,192.7
180.2,271.9,327.6,301.8,458,245.8,453.8,191.6
181.2,274.9,333,301.5,460,243.7,452.1,190.4
184.1,276.6,338.3,301.2,462.6,241.2,450.8,189.6
187.1,277.6,344.1,300.7,464.7,238.7,449.5,188.9
190.5,278.7,349.8,300.1,465.9,236.4,447.5,187.6
193.2,279.8,355,299.4,467.7,233.7,445,186.4
196.2,281.1,360.2,298.5,468.7,231.2,442.4,185.3
200.1,282.4,365.6,297.6,470,228.9,439.8,184.3
205.2,283.7,370.7,296.4,470.4,226.9,436.8,183.3
208.1,284.5,376,295.1,471.2,224.5,433.7,182.3
213,285.4,381.5,294,471.9,223.1,430.8,181.5
219,284.6,386.8,292.7,472.3,221,427.9,180.7
221.3,283.8,391.5,291.2,472.2,219.6,424.7,179.8
221.9,285,396.6,289.7,472.4,218.2,421.5,178.9
222.8,286.3,401.6,288.2,472.8,216.7,418.3,178.2
224.1,287.2,406.7,286.7,472.7,215.6,415.2,177.5
225.4,288.1,411.6,285.2,472.5,214.3,412,176.8
226.5,288.9,416.3,283.7,472.1,212.9,408.7,176.1
226.1,289.3,421.2,282.3,471.8,211.1,405.2,175.3
228.2,290.2,425.4,280.9,471.6,209.7,402.1,174.6
228.9,291.2,429.6,279.2,471.1,207.9,398.8,174
230.9,292.4,434,277.5,470.8,206.4,395.1,173.2
234.7,295.2,438.8,275.7,470,204.6,391.9,172.5
240,296.1,442.7,274,469.2,202.9,388.5,171.9
245.6,296.7,446.1,272.2,468.2,201.2,385.1,171.3
251.2,297.4,449.1,270.3,467.1,199.5,381.6,170.7
256.7,298.1,452.1,268.3,465.7,197.9,378.1,170.2
262.4,299,454.9,266.2,464.4,196.3,374.6,169.6
268.1,299.3,457.8,264.1,463.1,194.7,371.2,169.1
273.7,299.4,460.5,262,461.5,193.3,367.6,168.6
279.1,299.2,462.9,259.9,459.9,191.8,364.1,168.1
284.8,299.1,465,257.8,458.4,190.4,360.8,167.8
290.4,298.9,466.8,255.8,456.8,188.9,357,167.5
296.1,298.7,468.7,253.7,455.3,187.8,353.1,167.2
301.9,298.3,470.8,251.6,453.6,186.5,349.2,167
307.9,297.9,472.9,249.5,451.7,185.1,345.4,166.6
314,297.2,474.5,247.5,450.1,183.7,341.6,166.4
320.1,296.4,476.2,245.5,448.2,182.4,337.8,166.3
326.1,295.9,477.4,243.5,446.3,181.5,334,165.9
332.2,295.2,478.8,241.4,444.3,180,330.1,165.6
338.3,294.5,479.9,239.3,442,178.6,326.1,165.1
343.8,293.6,480.8,237.3,439.5,177.7,322.1,165.6
349.8,292.4,481.3,235.1,437,176.7,318.1,165.6
355.6,291,481.7,233.2,434.2,175.3,314.7,165.2
361,290,481.8,231.2,431.4,174.5,311.1,164.8
366.2,288.7,481.8,229.2,428.6,173.8,307,165.6
371.5,287.6,481.6,227.2,425.7,173.1,302.9,166.3
376.6,286.3,481.3,225.3,422.8,172.5,298.9,167
381.3,284.7,480.9,223.3,419.8,171.5,294.7,168.3
385.9,283.1,480.4,221.2,416.8,171.1,290.8,169.4
390.6,281.7,479.5,219.1,413.6,170.7,286.6,170.9
395.2,280,478.6,216.9,410.7,169.9,282.5,171.4
399.5,278.3,477.8,214.9,407.3,169.4,278,172.6
403.8,276.6,476.7,213.1,403.7,168.9,273.2,174.3
407.9,274.7,475.7,211.2,400.2,168.2,269.2,175.9
411.9,272.9,474.8,209.2,396.6,167.6,265.3,176.7
415.6,270.9,473.6,207.1,392.9,167,261.5,177.4
419.2,268.8,472.3,205.3,389.2,166.4,257.8,177.8
422.8,266.9,470.8,203.3,385.5,165.5,254.6,178.4
426.3,265.1,468.9,201.2,381.9,164.6,251.1,179.2
429.5,263.1,467.6,200.1,378.5,163.6,248.4,179
432.7,261.3,466,199.3,374.5,162.6,245,180
436,259.5,464.7,198.4,371.2,161.7,242.1,180.8
439.2,257.7,463.3,197.1,367.9,161,239,181.6
442.3,255.6,461.7,196.2,364.6,160.1,235.6,182.5
445.4,253.4,459.6,195.3,361.1,159.2,232.6,183.3
448.3,251.2,457.8,194.6,357.7,158.6,229.2,184.4
451.1,249,455.7,193.6,354.2,157.8,225.6,186
453.7,246.8,453.6,193,350.3,157.5,222.2,187
456.1,244.4,451.6,192.8,346.2,157.8,218.8,187.6
458.3,242.1,449,191.7,342.2,158.2,214.9,189.4
460.3,239.7,446.2,190.4,338.7,158.2,211.9,190.2
462,237.2,443.1,189.3,334.6,158.2,208.5,191.1
463.5,234.7,440.2,188.3,330.6,158.1,205.5,192
465,232.5,437.2,187.2,326.5,158.2,202.1,193.1
466.3,230.5,434,186.2,322.6,158.3,198.7,194.3
467.2,228.4,430.7,185.2,318.5,158.6,195.6,195.1
467.5,226.6,427.4,184.2,314.6,158.9,192.4,196.1
468,224.5,424.3,183.3,310.8,159.1,189.1,197.3
467.9,222.3,420.7,182.3,307.2,159,186,199
467.6,220.5,417.3,181.4,303.5,158.8,183,200.5
467.2,218.6,414.1,180.5,299.6,159,180,201.9
466.5,216.3,410.9,179.7,296.1,159.3,177.7,203.3
465.7,214.2,407.4,178.8,292.3,159.6,175,204.8
465,212.1,404,178.2,288.6,159.9,172.6,206.3
464,209.8,401,177.5,285,160.3,170.3,207.8
463.5,207.9,397.7,176.8,281.5,160.3,168.2,209.6
463,205.4,394.4,176.1,277.8,160.7,166.6,211.1
462.1,203.2,391.1,175.4,274.3,161.2,164.7,212.8
461.3,201.2,388.2,174.8,270.6,161.4,163,214.4
460.5,198.8,385.3,174,266.9,162,161.2,216.3
459.8,197.3,382.1,173.4,263.2,162.6,159.6,218
458.9,196.4,378.8,172.8,259.4,163.3,158.1,219.7
458,195.4,375.6,172.2,256,164,156.9,221.5
456.2,194.4,372.3,171.4,252.5,164.8,155.8,223.1
454.4,193.5,368.8,170.7,249.1,165.6,154.9,224.8
452.7,192.6,365.7,170,245.8,166.5,154.1,226.4
451.2,192.2,362.7,169.2,242.7,167.3,153.3,228.1
449.6,191.8,359.3,168.8,239.5,168.2,152.8,229.7
448.1,191.5,356.1,168,236.3,169.2,152.2,231.4
446.4,191.2,352.3,167.4,233.2,170.2,152,232.7
444.4,190.2,348.9,167.1,229.9,171.2,151.7,234.3
442.3,189.1,345.4,166.9,226.6,172.2,151.3,236
440.1,187.7,341.8,166.9,223.4,173.2,151,237.8
438.3,186.7,338.1,167.2,220.1,174.3,150.6,239.7
436.3,185.5,334.4,167.4,216.8,175.4,150.2,241.4
433.8,184.4,330.5,167.7,213.5,176.6,150.1,243.3
431.4,183.1,326.6,168.2,210.1,177.7,150.4,244.9
428.8,181.9,322.7,168.8,206.8,178.9,150.5,246.5
426.2,180.7,318.7,170.1,203.6,180.2,151.1,248.2
423.7,179.6,314.8,171.4,200.5,181.4,151.5,249.9
421.1,178.6,310.8,171.3,197.6,182.8,152.2,251.7
418.5,177.6,306.7,172,194.8,184.2,153.1,253.7
415.7,176.9,302.8,172.4,191.9,185.7,154.4,255.3
412.8,175.9,299.1,172.8,189.2,187.1,156.2,256.6
410,175.3,295,173.5,186.5,188.6,157.9,258.3
407.1,174.4,290.7,174.5,183.9,190.1,159.7,259.7
403.9,173.6,286.3,175.4,181.4,191.7,161,261.5
400.9,172.9,282.5,175.6,178.7,193.5,162.5,263.2
397.8,172.3,278.6,175.6,176.1,195.3,164,264.6
394.5,171.6,274.7,176.1,173.6,197.1,165.6,265.9
391.3,171,270.5,177.1,171.2,198.9,167.3,267
388.1,170.3,266.4,177,168.9,200.7,168.9,267.7
385.2,169.9,262.3,178,166.6,202.4,170.5,268.6
