nan,nan,5.134146545496408587e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.110660949824541666e+00,nan,nan,nan,nan,1.370816753563231405e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.798362061841861870e+00,1.822362473021864160e+00,nan,nan,1.875602282142765143e+00,1.886732763445724270e+00,nan,nan,1.898945638940712000e+00,nan,nan,nan,nan,nan,nan,nan,1.764736122951271025e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.100308266306130989e+00,nan,9.411141997759223665e-01,8.571757805004402986e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.072623248700495635e-01,nan,-5.150276101833212161e-01,nan,nan,-8.241144513585439979e-01,nan,-1.025550063102105947e+00,nan,-1.220931823959653162e+00,nan,nan,nan,-1.585498113545949606e+00,nan,-1.750750470066916753e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.392427404034279448e+00,nan,nan,nan,nan,nan,-2.426204208487851233e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.651833984217697227e+00,nan,-1.449088536485035439e+00,nan,nan,nan,nan,nan,-7.288270195515362815e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.767380237434722057e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.621157422790387770e+00,nan,nan,nan,nan,nan,3.309249481827485795e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.091916644411498716e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-1.877310760331988571e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6.801356984724615806e-02,nan,nan,nan,nan,9.928475364220012978e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.028456866628648436e-01,7.712578950995965243e-01,nan,nan,9.866084741935512437e-01,1.061283519462800751e+00,nan,nan,1.291787536155326155e+00,nan,nan,nan,nan,nan,nan,nan,1.922861304695132167e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.735069169939039480e+00,nan,2.834505324873390908e+00,2.878995118866321423e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.085208543433701323e+00,nan,3.053367292066834437e+00,nan,nan,2.967621545988679443e+00,nan,2.885085652632848330e+00,nan,2.782473716902129635e+00,nan,nan,nan,2.518895857731591637e+00,nan,2.359374300182796258e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.090026065278719924e+00,nan,nan,nan,nan,nan,3.320157527235643724e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.344999391738048722e+00,nan,-1.539088688647459513e+00,nan,nan,nan,nan,nan,-2.004303533292985495e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.278687365072356030e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.590642960152523377e+00,nan,nan,nan,nan,nan,-8.823279931088322536e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.736916011493273793e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-4.362109459485370433e-01,nan,nan,nan,nan,nan,nan,nan,nan,5.190982472333215830e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.873741228975827067e-01,nan,nan,nan,nan,nan,nan,nan,nan,9.259766816445875737e-01,nan,nan,nan,nan,9.460648016932610149e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.619369110500176401e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.284449983647582449e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.338523479137586847e+00,nan,-3.276369482948419787e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.266875507506550980e+00,nan,nan,nan,-6.815239668393531236e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.405810023304462364e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.772290420801073019e+00,2.834144257345781792e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.859688066718269805e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,4.361565760445654805e-01,nan,nan,nan,nan,nan,nan,nan,nan,5.091271401064663138e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.015628244419360726e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.610496126271315775e+00,nan,nan,nan,nan,1.994107665139702501e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.065240211092037814e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.954802782741915435e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.989199944269213205e-01,nan,4.437029546607998420e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.535769285738131318e+00,nan,nan,nan,-1.651397863120392273e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.152419096364162510e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.781996692946175465e-01,6.381570164365991671e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.072838305985861496e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.527363864557753415e-01,nan,nan,nan,nan,nan,nan,1.122017714797496790e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.250370742262640666e+00,nan,1.131426522156017356e+00,nan,nan,9.264830964057403362e-01,8.515092275403961519e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9.705573898742367867e-01,nan,-1.174261607743973368e+00,nan,-1.372923046730634589e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.405000207249529343e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.609731030320339151e+00,nan,-2.535140678997078290e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.588991796701483272e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.851801577980483948e+00,nan,nan,nan,nan,nan,nan,nan,nan,3.589419516395135457e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.429763953744361604e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.448557843447706883e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.465558215986773494e-01,nan,nan,nan,nan,nan,nan,-2.325105559851792236e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.034129615119054435e+00,nan,2.167493484090468936e+00,nan,nan,2.348670916367563422e+00,2.403273860311660126e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.669490627661356807e+00,nan,2.597085959452834825e+00,nan,2.504472545081075641e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.450908642751142397e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.847430796377611095e-01,nan,-6.381699782135525911e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.961238629667727329e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.473851911421248495e+00,nan,nan,nan,nan,nan,nan,nan,nan,-1.541080702961548365e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.459161365099374663e+00,nan,nan,nan,nan,nan,nan,nan,nan,3.813815982347160016e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,-1.120542446350276666e-01,nan,nan,nan,nan,nan,nan,nan,3.263113740048843581e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.078707498279545263e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.687301748802480850e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.567646239562649479e-01,nan,nan,nan,nan,-2.881509839370876014e-01,nan,nan,nan,-6.807104801616279399e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.908473583784557448e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.119173958969061466e+00,-3.150740906639909689e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.010891790504468979e+00,nan,nan,nan,nan,-1.379186719938422456e+00,nan,nan,nan,nan,nan,nan,nan,-2.135116012563675614e-01,nan,nan,nan,nan,nan,7.025583903682375286e-01,nan,nan,nan,1.291605377234883223e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,-8.091786832307334976e-02,nan,nan,nan,nan,nan,nan,nan,3.840885422017379508e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.714232392036499464e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.402477629549963911e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.940927748940810549e+00,nan,nan,nan,nan,3.124813381328202411e+00,nan,nan,nan,3.195878999229320172e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.942690278775874635e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.437337554731570100e+00,1.317939992718160758e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.608569808992129868e+00,nan,nan,nan,nan,-1.955870015763891079e+00,nan,nan,nan,nan,nan,nan,nan,-2.184978693918734560e+00,nan,nan,nan,nan,nan,-2.058805272019046839e+00,nan,nan,nan,-1.828106500835126935e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,9.233109986312508788e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.771264074992801030e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.149103864858061375e+00,nan,nan,nan,2.034952339184267434e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.326907085095593963e+00,nan,nan,nan,nan,nan,nan,7.052327877060458050e-01,nan,5.087453944708495435e-01,nan,nan,nan,1.010973013185448577e-01,nan,nan,nan,-3.139458338696208273e-01,-4.170581842244193149e-01,nan,nan,nan,nan,nan,-1.011021747871181153e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.794587022363131945e+00,nan,nan,nan,-1.993165842197730520e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.687747938575954620e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.254974012429074803e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.512466086896790962e+00,3.613949648711567875e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.548275874714696521e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,2.793827841827753455e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.554285301150631904e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.156522417186053975e+00,nan,nan,nan,2.469380538844641482e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.255849550944417636e+00,nan,nan,nan,nan,nan,nan,3.512253186283540440e+00,nan,3.547895815045376544e+00,nan,nan,nan,3.562993668363153343e+00,nan,nan,nan,3.499242221028959321e+00,3.470661752098074260e+00,nan,nan,nan,nan,nan,3.193137619061989785e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.357440392980696409e+00,nan,nan,nan,1.917344954743910979e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.415920647013357736e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.690281123006557751e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.455798024257914047e-01,-4.129521782994941548e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.967833614998176550e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
